name,dir,file1,file2,result,timeout,conflict,tree_difference,interp_error,out_of_bounds,f1_diff_after_polymer,f2_diff_after_polymer,f1_diff_after_mliropt,f2_diff_after_mliropt,time_interp_file1,time_interp_file2,time_equivalence,num_stmts_file1,num_stmts_file2,num_tasks_file1,num_tasks_file2,command
gesummv,affine-no-polymer-parallelize,generated-polybench-use-scalar-lb-mini-dataset/interp/gesummv-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-parallelize/translated/gesummv-8-translated.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.015033,0.134999,0.002727,3839,29288,1,3001,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/gesummv-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-parallelize/translated/gesummv-8-translated.c ""A,B,tmp,x,y"""
covariance,affine-no-polymer-parallelize,generated-polybench-use-scalar-lb-mini-dataset/interp/covariance-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-parallelize/translated/covariance-8-translated.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.143011,0.441540,0.009471,47630,136807,1,3001,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/covariance-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-parallelize/translated/covariance-8-translated.c ""data,cov,mean"""
adi,affine-no-polymer-parallelize,generated-polybench-use-scalar-lb-mini-dataset/interp/adi-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-parallelize/translated/adi-8-translated.c,fail,no,no,yes,no,no,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/adi-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-parallelize/translated/adi-8-translated.c ""u,v,p,q"""
adi,affine-no-polymer-parallelize,generated-polybench-use-scalar-lb-mini-dataset/interp/adi-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-parallelize/translated/adi-8-translated-noasyncepilogue.c,fail,no,no,no,no,no,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/adi-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-parallelize/translated/adi-8-translated-noasyncepilogue.c ""u,v,p,q"""
3mm,affine-no-polymer-parallelize,generated-polybench-use-scalar-lb-mini-dataset/interp/3mm-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-parallelize/translated/3mm-8-translated.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.220044,0.621873,0.014693,70226,195092,1,3001,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/3mm-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-parallelize/translated/3mm-8-translated.c ""A,B,C,D,E,F,G"""
doitgen,affine-no-polymer-parallelize,generated-polybench-use-scalar-lb-mini-dataset/interp/doitgen-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-parallelize/translated/doitgen-8-translated.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.126672,4.231124,0.009300,42785,181012,1,3001,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/doitgen-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-parallelize/translated/doitgen-8-translated.c ""A,C4,sum"""
syr2k,affine-no-polymer-parallelize,generated-polybench-use-scalar-lb-mini-dataset/interp/syr2k-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-parallelize/translated/syr2k-8-translated.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.169428,0.478648,0.018060,31902,151878,1,3001,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/syr2k-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-parallelize/translated/syr2k-8-translated.c ""A,B,C"""
jacobi-1d,affine-no-polymer-parallelize,generated-polybench-use-scalar-lb-mini-dataset/interp/jacobi-1d-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-parallelize/translated/jacobi-1d-8-translated.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.011395,0.837110,0.001837,3497,61403,1,3001,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/jacobi-1d-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-parallelize/translated/jacobi-1d-8-translated.c ""A,B"""
bicg,affine-no-polymer-parallelize,generated-polybench-use-scalar-lb-mini-dataset/interp/bicg-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-parallelize/translated/bicg-8-translated.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.023933,0.159790,0.003185,6736,38646,1,3001,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/bicg-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-parallelize/translated/bicg-8-translated.c ""A,s,q,p,r"""
seidel-2d,affine-no-polymer-parallelize,generated-polybench-use-scalar-lb-mini-dataset/interp/seidel-2d-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-parallelize/translated/seidel-2d-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.890749,2.617722,0.077075,89775,956188,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/seidel-2d-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-parallelize/translated/seidel-2d-8-translated-noasyncepilogue.c ""A"""
gemm,affine-no-polymer-parallelize,generated-polybench-use-scalar-lb-mini-dataset/interp/gemm-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-parallelize/translated/gemm-8-translated.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.161091,0.476476,0.014633,49050,155849,1,3001,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/gemm-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-parallelize/translated/gemm-8-translated.c ""A,B,C"""
correlation,affine-no-polymer-parallelize,generated-polybench-use-scalar-lb-mini-dataset/interp/correlation-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-parallelize/translated/correlation-8-translated.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.150758,0.461352,0.010619,48206,141867,1,3001,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/correlation-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-parallelize/translated/correlation-8-translated.c ""data,corr,mean,stddev"""
floyd-warshall,affine-no-polymer-parallelize,generated-polybench-use-scalar-lb-mini-dataset/interp/floyd-warshall-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-parallelize/translated/floyd-warshall-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,3.235759,5.444132,0.279673,662652,1958662,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/floyd-warshall-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-parallelize/translated/floyd-warshall-8-translated-noasyncepilogue.c ""path"""
trmm,affine-no-polymer-parallelize,generated-polybench-use-scalar-lb-mini-dataset/interp/trmm-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-parallelize/translated/trmm-8-translated.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.063145,0.510625,0.005205,20201,84885,1,3001,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/trmm-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-parallelize/translated/trmm-8-translated.c ""A,B"""
nussinov,affine-no-polymer-parallelize,generated-polybench-use-scalar-lb-mini-dataset/interp/nussinov-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-parallelize/translated/nussinov-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.673456,1.736355,0.052843,122385,662487,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/nussinov-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-parallelize/translated/nussinov-8-translated-noasyncepilogue.c ""n,seq,table"""
fdtd-2d,affine-no-polymer-parallelize,generated-polybench-use-scalar-lb-mini-dataset/interp/fdtd-2d-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-parallelize/translated/fdtd-2d-8-translated.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.447538,3.509288,0.043421,108727,473680,1,3001,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/fdtd-2d-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-parallelize/translated/fdtd-2d-8-translated.c ""ex,ey,hz"""
gemver,affine-no-polymer-parallelize,generated-polybench-use-scalar-lb-mini-dataset/interp/gemver-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-parallelize/translated/gemver-8-translated.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.051725,0.258049,0.006917,15047,68957,1,3001,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/gemver-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-parallelize/translated/gemver-8-translated.c ""A,u1,v1,u2,v2,w,x,y,z"""
2mm,affine-no-polymer-all,generated-polybench-use-scalar-lb-mini-dataset/interp/2mm-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-all/translated/2mm-8-translated.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.140116,0.460653,0.010797,43273,129231,1,3001,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/2mm-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-all/translated/2mm-8-translated.c ""A,B,C,D"""
symm,affine-no-polymer-all,generated-polybench-use-scalar-lb-mini-dataset/interp/symm-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-all/translated/symm-8-translated.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.103909,0.424081,0.011569,26508,118156,1,3001,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/symm-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-all/translated/symm-8-translated.c ""A,B,C"""
ludcmp,affine-no-polymer-all,generated-polybench-use-scalar-lb-mini-dataset/interp/ludcmp-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-all/translated/ludcmp-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.233483,0.907940,0.014867,76646,227474,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/ludcmp-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-all/translated/ludcmp-8-translated-noasyncepilogue.c ""A,B,x,y"""
ludcmp,affine-no-polymer-all,generated-polybench-use-scalar-lb-mini-dataset/interp/ludcmp-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-all/translated/ludcmp-8-translated.c,fail,no,yes,no,yes,no,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/ludcmp-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-all/translated/ludcmp-8-translated.c ""A,B,x,y"""
gramschmidt,affine-no-polymer-all,generated-polybench-use-scalar-lb-mini-dataset/interp/gramschmidt-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-all/translated/gramschmidt-8-translated.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.207758,0.509235,0.012488,59167,149806,1,3001,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/gramschmidt-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-all/translated/gramschmidt-8-translated.c ""A,R,Q"""
mvt,affine-no-polymer-all,generated-polybench-use-scalar-lb-mini-dataset/interp/mvt-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-all/translated/mvt-8-translated.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.028369,0.160505,0.003139,9945,39132,1,3001,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/mvt-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-all/translated/mvt-8-translated.c ""x1,x2,y_1,y_2,A"""
cholesky,affine-no-polymer-all,generated-polybench-use-scalar-lb-mini-dataset/interp/cholesky-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-all/translated/cholesky-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.123978,0.357801,0.007516,36172,105885,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/cholesky-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-all/translated/cholesky-8-translated-noasyncepilogue.c ""A"""
cholesky,affine-no-polymer-all,generated-polybench-use-scalar-lb-mini-dataset/interp/cholesky-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-all/translated/cholesky-8-translated.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.122679,0.436063,0.007768,36172,122753,1,3001,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/cholesky-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-all/translated/cholesky-8-translated.c ""A"""
deriche,affine-no-polymer-all,generated-polybench-use-scalar-lb-mini-dataset/interp/deriche-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-all/translated/deriche-8-translated.c,fail,no,yes,no,yes,no,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/deriche-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-all/translated/deriche-8-translated.c ""alpha,imgIn,imgOut,y1,y2"""
jacobi-2d,affine-no-polymer-all,generated-polybench-use-scalar-lb-mini-dataset/interp/jacobi-2d-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-all/translated/jacobi-2d-8-translated.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.542158,1.567630,0.049721,98698,546100,1,3001,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/jacobi-2d-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-all/translated/jacobi-2d-8-translated.c ""A,B"""
trisolv,affine-no-polymer-all,generated-polybench-use-scalar-lb-mini-dataset/interp/trisolv-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-all/translated/trisolv-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.008786,0.022918,0.000983,2597,7411,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/trisolv-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-all/translated/trisolv-8-translated-noasyncepilogue.c ""L,x,b"""
trisolv,affine-no-polymer-all,generated-polybench-use-scalar-lb-mini-dataset/interp/trisolv-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-all/translated/trisolv-8-translated.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.008604,0.115642,0.001260,2597,24483,1,3001,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/trisolv-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-all/translated/trisolv-8-translated.c ""L,x,b"""
syrk,affine-no-polymer-all,generated-polybench-use-scalar-lb-mini-dataset/interp/syrk-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-all/translated/syrk-8-translated.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.112519,0.422170,0.009253,31899,110997,1,3001,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/syrk-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-all/translated/syrk-8-translated.c ""A,C"""
durbin,affine-no-polymer-all,generated-polybench-use-scalar-lb-mini-dataset/interp/durbin-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-all/translated/durbin-8-translated.c,fail,no,yes,no,yes,no,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/durbin-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-all/translated/durbin-8-translated.c ""r,y"""
atax,affine-no-polymer-all,generated-polybench-use-scalar-lb-mini-dataset/interp/atax-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-all/translated/atax-8-translated.c,fail,no,yes,no,yes,no,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/atax-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-all/translated/atax-8-translated.c ""A,x,y,tmp"""
lu,affine-no-polymer-all,generated-polybench-use-scalar-lb-mini-dataset/interp/lu-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-all/translated/lu-8-translated.c,fail,no,yes,no,yes,no,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/lu-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-all/translated/lu-8-translated.c ""A"""
heat-3d,affine-no-polymer-all,generated-polybench-use-scalar-lb-mini-dataset/interp/heat-3d-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-all/translated/heat-3d-8-translated.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.836678,2.138654,0.116058,73099,604340,1,3001,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/heat-3d-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-all/translated/heat-3d-8-translated.c ""A,B"""
gesummv,affine-no-polymer-all,generated-polybench-use-scalar-lb-mini-dataset/interp/gesummv-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-all/translated/gesummv-8-translated.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.015208,0.129747,0.002369,3839,27823,1,3001,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/gesummv-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-all/translated/gesummv-8-translated.c ""A,B,tmp,x,y"""
covariance,affine-no-polymer-all,generated-polybench-use-scalar-lb-mini-dataset/interp/covariance-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-all/translated/covariance-8-translated.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.146882,0.424999,0.009457,47630,128579,1,3001,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/covariance-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-all/translated/covariance-8-translated.c ""data,cov,mean"""
adi,affine-no-polymer-all,generated-polybench-use-scalar-lb-mini-dataset/interp/adi-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-all/translated/adi-8-translated.c,fail,no,no,yes,no,no,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/adi-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-all/translated/adi-8-translated.c ""u,v,p,q"""
3mm,affine-no-polymer-all,generated-polybench-use-scalar-lb-mini-dataset/interp/3mm-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-all/translated/3mm-8-translated.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.219249,0.659335,0.014538,70226,185508,1,3001,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/3mm-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-all/translated/3mm-8-translated.c ""A,B,C,D,E,F,G"""
doitgen,affine-no-polymer-all,generated-polybench-use-scalar-lb-mini-dataset/interp/doitgen-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-all/translated/doitgen-8-translated.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.149522,0.392109,0.007666,42785,110290,1,3001,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/doitgen-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-all/translated/doitgen-8-translated.c ""A,C4,sum"""
syr2k,affine-no-polymer-all,generated-polybench-use-scalar-lb-mini-dataset/interp/syr2k-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-all/translated/syr2k-8-translated.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.155139,0.544319,0.018289,31902,157504,1,3001,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/syr2k-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-all/translated/syr2k-8-translated.c ""A,B,C"""
jacobi-1d,affine-no-polymer-all,generated-polybench-use-scalar-lb-mini-dataset/interp/jacobi-1d-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-all/translated/jacobi-1d-8-translated.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.011476,0.087038,0.001066,3497,27257,1,3001,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/jacobi-1d-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-all/translated/jacobi-1d-8-translated.c ""A,B"""
bicg,affine-no-polymer-all,generated-polybench-use-scalar-lb-mini-dataset/interp/bicg-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-all/translated/bicg-8-translated.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.023846,0.152387,0.003141,6736,35911,1,3001,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/bicg-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-all/translated/bicg-8-translated.c ""A,s,q,p,r"""
seidel-2d,affine-no-polymer-all,generated-polybench-use-scalar-lb-mini-dataset/interp/seidel-2d-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-all/translated/seidel-2d-8-translated.c,fail,no,no,yes,no,no,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/seidel-2d-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-all/translated/seidel-2d-8-translated.c ""A"""
gemm,affine-no-polymer-all,generated-polybench-use-scalar-lb-mini-dataset/interp/gemm-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-all/translated/gemm-8-translated.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.161223,0.411455,0.014872,49050,122489,1,3001,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/gemm-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-all/translated/gemm-8-translated.c ""A,B,C"""
correlation,affine-no-polymer-all,generated-polybench-use-scalar-lb-mini-dataset/interp/correlation-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-all/translated/correlation-8-translated.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.150618,0.437311,0.011241,48206,130954,1,3001,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/correlation-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-all/translated/correlation-8-translated.c ""data,corr,mean,stddev"""
floyd-warshall,affine-no-polymer-all,generated-polybench-use-scalar-lb-mini-dataset/interp/floyd-warshall-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-all/translated/floyd-warshall-8-translated.c,fail,no,no,yes,no,no,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/floyd-warshall-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-all/translated/floyd-warshall-8-translated.c ""path"""
trmm,affine-no-polymer-all,generated-polybench-use-scalar-lb-mini-dataset/interp/trmm-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-all/translated/trmm-8-translated.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.062939,0.313954,0.004343,20201,93221,1,3001,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/trmm-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-all/translated/trmm-8-translated.c ""A,B"""
nussinov,affine-no-polymer-all,generated-polybench-use-scalar-lb-mini-dataset/interp/nussinov-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-all/translated/nussinov-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.677797,2.009796,0.055072,122385,726979,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/nussinov-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-all/translated/nussinov-8-translated-noasyncepilogue.c ""n,seq,table"""
fdtd-2d,affine-no-polymer-all,generated-polybench-use-scalar-lb-mini-dataset/interp/fdtd-2d-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-all/translated/fdtd-2d-8-translated.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.444684,1.259092,0.040374,108727,403114,1,3001,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/fdtd-2d-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-all/translated/fdtd-2d-8-translated.c ""ex,ey,hz"""
